File Description: RCMIP SSP585 emissions scenario from 1750-2500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Code Source: Extracted using default Python model version of FAIR2.0, available at https://github.com/njleach/
FAIR/tree/47c6eec031d2edcf09424394dbb86581a1b246ba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paper Reference: Leach et al. 2021. ""FaIRv2.0.0: a generalized impulse response model for climate
uncertainty and future scenario exploration,"" Geoscientific Model Development. https://doi.org/10.5194/gmd-14-3007-2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c2f6,c3f8,c4f10,c5f12,c6f14,c7f16,c8f18,c_c4f8,carbon_dioxide,carbon_tetrachloride,cf4,cfc113,cfc114,cfc115,cfc11,cfc12,ch2cl2,ch3ccl3,chcl3,halon1211,halon1301,halon2402,halon1202,hcfc141b,hcfc142b,hcfc22,hfc125,hfc134a,hfc143a,hfc152a,hfc227ea,hfc236fa,hfc23,hfc245fa,hfc32,hfc365mfc,hfc4310mee,methane,methyl_bromide,methyl_chloride,nf3,nitrous_oxide,sf6,so2f2,so2,nox,co,nmvoc,bc,nh3,oc,nox_avi
1750,0,0,0,0,0,0,0,0,0.08370013,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.01978312,0,0,0,0.054741468,0,0,0,0,0,0,0,0,0,0
1751,0,0,0,0,0,0,0,0,0.085192382,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91510887,1.95E-05,0.0010236,0,0.055775659,0,0,-0.031669297,-0.142908704,-4.600991529,-0.933699943,-0.02484483,-0.067547906,-0.258951403,0
1752,0,0,0,0,0,0,0,0,0.086713094,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88971181,3.73E-05,0.00196,0,0.056829387,0,0,-0.042932391,-0.140941523,-6.718324876,-1.389829197,-0.033458823,-0.108208055,-0.413192406,0
1753,0,0,0,0,0,0,0,0,0.088260754,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12137723,1.60E-05,0.0008411,0,0.057903023,0,0,-0.02935507,-0.195391609,-4.851902568,-0.995476824,-0.025820192,-0.046251562,-0.265122996,0
1754,0,0,0,0,0,0,0,0,0.089837892,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.50906107,-1.42E-05,-0.0007451,0,0.058996942,0,0,0.022016818,-0.098375159,1.288266423,0.24811895,0.001579027,0.087499133,0.111104903,0
1755,0,0,0,0,0,0,0,0,0.091444025,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.50045493,4.09E-06,0.0002149,0,0.060111528,0,0,0.002306709,0.030779307,-0.382690822,-0.196892499,0.00140241,0.016298951,-0.08948562,0
1756,0,0,0,0,0,0,0,0,0.093256021,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4625366,-2.17E-06,-0.0001143,0,0.061247171,0,0,-0.02086411,-0.319049335,-5.204207102,-1.074996912,-0.028855348,-0.004978535,-0.251891521,0
1757,0,0,0,0,0,0,0,0,0.094921754,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02354066,3.64E-06,0.0001912,0,0.062404268,0,0,0.067416259,0.39793986,7.414533486,1.241866772,0.050152921,0.119984038,0.257150973,0
1758,0,0,0,0,0,0,0,0,0.09661811,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.93400533,8.89E-06,0.0004669,0,0.063583226,0,0,0.039695391,0.244133384,3.312390272,0.41278622,0.022840654,0.067769677,0.066943482,0
1759,0,0,0,0,0,0,0,0,0.098345655,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14146621,-4.01E-06,-0.0002111,0,0.064784457,0,0,0.0334796,0.017334149,2.980403948,0.423436828,0.019496676,0.118268234,0.126345344,0
1760,0,0,0,0,0,0,0,0,0.100103953,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41679714,-4.75E-05,-0.0024976,0,0.066008382,0,0,0.057696761,-0.022515902,5.890926531,1.029898565,0.03003335,0.200358194,0.371395783,0
1761,0,0,0,0,0,0,0,0,0.102157594,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45599017,3.70E-06,0.0001946,0,0.06725543,0,0,0.069133328,0.231573921,6.180609143,0.962400977,0.039986234,0.153279717,0.244247736,0
1762,0,0,0,0,0,0,0,0,0.103982192,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,8.32E-11,0,0,0,1.51E-09,0,0,20.45168738,-6.46E-06,-0.0003397,0,0.068526037,0,0,0.026455698,-0.235422661,0.72233845,0.00526311,0.003977353,0.144857246,0.078267159,0
1763,0,0,0,0,0,0,0,0,0.105840337,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,6.68E-10,0,0,0,1.24E-08,0,0,20.54517934,5.59E-06,0.0002937,0,0.069820649,0,2.69E-10,0.040943731,-0.102257214,1.531976145,0.105240049,0.009259003,0.140292493,0.079094341,0
1764,0,0,0,0,0,0,0,0,0.107732647,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.27E-09,0,0,0,2.50E-08,0,0,20.26091721,2.27E-05,0.0011915,0,0.071139719,0,2.16E-09,-0.018180504,-0.158574692,-6.482748121,-1.583469057,-0.026221529,-0.028944351,-0.488969162,0
1765,0,0,0,0,0,0,0,0,0.109659749,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.39E-09,0,0,0,3.03E-08,0,0,20.919155,-1.48E-05,-0.0007781,0,0.07248371,0,4.09E-09,0.057505631,0.002868113,4.405366989,0.607631635,0.025829266,0.184692234,0.232255959,0
1766,0,0,0,0,0,0,0,0,0.111970923,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.42E-09,0,0,0,3.44E-08,0,0,20.8535919,-1.01E-05,-0.0005338,0,0.073853091,0,4.47E-09,0.044359887,0.024867108,0.853286223,-0.163041598,0.012689222,0.108606439,-0.088837332,0
1767,0,0,0,0,0,0,0,0,0.113969543,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.46E-09,0,0,0,3.84E-08,0,0,20.99917946,-2.07E-06,-0.000109,0,0.075248343,0,4.59E-09,0.042694443,0.010492018,1.088740219,-0.130799324,0.014689946,0.117692336,-0.047103651,0
1768,0,0,0,0,0,0,0,0,0.116004911,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.49E-09,0,0,0,4.25E-08,0,0,21.65945211,-4.10E-05,-0.0021556,0,0.076669954,0,4.71E-09,0.145329061,0.531191292,14.12632605,2.343999329,0.085361285,0.295927729,0.616062055,0
1769,0,0,0,0,0,0,0,0,0.118077703,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.53E-09,0,0,0,4.65E-08,0,0,21.49633535,-1.10E-05,-0.0005799,0,0.078118423,0,4.83E-09,0.102709147,0.12263885,6.498059674,0.928577381,0.039862986,0.230173612,0.287426645,0
1770,0,0,0,0,0,0,0,0,0.120188609,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.57E-09,0,0,0,5.06E-08,0,0,21.63439757,-4.23E-05,-0.0022233,0,0.079594257,0,4.94E-09,0.110956259,0.163706274,6.833188779,0.944200985,0.041593983,0.228288192,0.295046939,0
1771,0,0,0,0,0,0,0,0,0.122705111,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.60E-09,0,0,0,5.47E-08,0,0,21.4289211,-1.55E-05,-0.0008131,0,0.081097973,0,5.06E-09,0.016375867,-0.111969228,-0.665370484,-0.597585895,0.003138945,0.141528314,-0.125690755,0
1772,0,0,0,0,0,0,0,0,0.124894365,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.64E-09,0,0,0,5.87E-08,0,0,21.39461572,1.14E-06,5.97E-05,0,0.082630097,0,5.18E-09,-0.008169622,-0.211204477,-3.913884945,-1.296873278,-0.010693214,0.11554047,-0.333484861,0
1773,0,0,0,0,0,0,0,0,0.127123874,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.67E-09,0,0,0,6.28E-08,0,0,21.59523139,-1.82E-05,-0.0009575,0,0.084191167,0,5.30E-09,-0.002477906,-0.267822347,-2.750549688,-1.105257374,-0.005015152,0.176813644,-0.243004356,0
1774,0,0,0,0,0,0,0,0,0.129394379,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.71E-09,0,0,0,6.68E-08,0,0,22.25970773,-6.12E-05,-0.0032187,0,0.085781728,0,5.41E-09,0.088863537,0.048690627,9.576226258,1.291531646,0.057129985,0.420011378,0.42792503,0
1775,0,0,0,0,0,0,0,0,0.131706635,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.75E-09,0,0,0,7.09E-08,0,0,22.20096329,-3.53E-05,-0.0018544,0,0.087402339,0,5.53E-09,0.057264608,0.134079216,6.519814078,0.51900424,0.051225841,0.341954728,0.141467557,0
1776,0,0,0,0,0,0,0,0,0.134448338,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.78E-09,0,0,0,7.49E-08,0,0,22.14194213,-4.83E-05,-0.0025388,0,0.089053567,0,5.65E-09,0.026623644,-0.327795253,0.371193735,-0.640681427,0.014372376,0.333779886,-0.077591131,0
1777,0,0,0,0,0,0,0,0,0.136846413,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.82E-09,0,0,0,7.90E-08,0,0,22.56871006,-3.50E-05,-0.0018401,0,0.090735991,0,5.77E-09,0.0813052,0.199371545,9.018002236,0.871663847,0.072474028,0.428283672,0.225789383,0
1778,0,0,0,0,0,0,0,0,0.139288584,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.85E-09,0,0,0,8.30E-08,0,0,22.85608093,-4.31E-05,-0.0022649,0,0.092450199,0,5.88E-09,0.120517509,0.472305003,14.22805469,1.761660722,0.100230647,0.506915975,0.451788101,0
1779,0,0,0,0,0,0,0,0,0.141775665,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.89E-09,0,0,0,8.71E-08,0,0,22.82063569,-5.08E-05,-0.0026715,0,0.094196793,0,6.00E-09,0.063664014,-0.038221946,7.398812741,0.478988657,0.061845022,0.491083366,0.179789716,0
1780,0,0,0,0,0,0,0,0,0.144309487,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.92E-09,0,0,0,9.10E-08,0,0,23.24616665,-9.96E-05,-0.0052339,0,0.095976383,0,6.12E-09,0.10557565,-0.020147732,13.08668338,1.596769436,0.091496832,0.641739029,0.570712654,0
1781,0,0,0,0,0,0,0,0,0.1473796,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.96E-09,0,0,0,9.52E-08,0,0,23.24965548,-4.54E-05,-0.0023853,0,0.097789594,0,6.24E-09,0.111044206,0.142688074,11.56269509,1.171480248,0.091670444,0.578093261,0.359284118,0
1782,0,0,0,0,0,0,0,0,0.15000643,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.00E-09,0,0,0,9.92E-08,0,0,23.34175812,-5.65E-05,-0.002969,0,0.099637061,0,6.35E-09,0.07812481,-0.274077267,7.519195845,0.463895229,0.062751946,0.591935696,0.26515268,0
1783,0,0,0,0,0,0,0,0,0.152682574,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.03E-09,0,0,0,1.03E-07,0,0,23.37991679,-4.41E-05,-0.0023201,0,0.101519431,0,6.47E-09,0.07341284,-0.290828609,5.759565476,0.0798865,0.052954834,0.568542182,0.159592325,0
1784,0,0,0,0,0,0,0,0,0.155406904,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.07E-09,0,0,0,1.07E-07,0,0,23.2940423,-3.24E-05,-0.0017044,0,0.103437362,0,6.59E-09,0.038268006,-0.137694733,2.042137487,-0.809566331,0.042771457,0.453466309,-0.219526891,0
1785,0,0,0,0,0,0,0,0,0.158183425,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.10E-09,0,0,0,1.11E-07,0,0,23.80210554,-5.96E-05,-0.0031313,0,0.105391528,0,6.71E-09,0.08914217,-0.182730013,8.277766574,0.472653138,0.068068936,0.610462232,0.285043333,0
1786,0,0,0,0,0,0,0,0,0.16163562,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.14E-09,0,0,0,1.15E-07,0,0,23.831995,-6.09E-05,-0.0032007,0,0.107382613,0,6.82E-09,0.08382597,-0.167400841,5.678518518,-0.107143817,0.060912729,0.563394163,0.019488975,0
1787,0,0,0,0,0,0,0,0,0.164514037,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.18E-09,0,0,0,1.19E-07,0,0,24.17652818,-5.36E-05,-0.0028166,0,0.109411313,0,6.94E-09,0.118622717,0.025704998,10.26600947,0.731530852,0.087408538,0.627481878,0.262663308,0
1788,0,0,0,0,0,0,0,0,0.167444363,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.21E-09,0,0,0,1.23E-07,0,0,24.85592892,-9.55E-05,-0.0050222,0,0.111478341,0,7.06E-09,0.207981923,0.529595652,22.82973357,3.102504243,0.157452728,0.803244649,0.89568619,0
1789,0,0,0,0,0,0,0,0,0.170429585,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.25E-09,0,0,0,1.28E-07,0,0,24.71707284,-6.35E-05,-0.0033399,0,0.113584419,0,7.18E-09,0.157768919,0.111049437,14.9142858,1.610466155,0.109893876,0.735826152,0.552740468,0
1790,0,0,0,0,0,0,0,0,0.173469687,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.28E-09,0,0,0,1.32E-07,0,0,24.94220857,-9.63E-05,-0.0050644,0,0.115730286,0,7.29E-09,0.165487728,0.196815469,16.35285762,1.824165584,0.11866624,0.75256428,0.609075762,0
1791,0,0,0,0,0,0,0,0,0.177180339,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.32E-09,0,0,0,1.36E-07,0,0,24.77843217,-6.64E-05,-0.0034934,0,0.117916693,0,7.41E-09,0.125486778,-0.095793389,8.131027389,0.19691298,0.074812801,0.629253452,0.168781729,0
1792,0,0,0,0,0,0,0,0,0.180509603,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.36E-09,0,0,0,1.40E-07,0,0,24.81889294,-4.31E-05,-0.0022642,0,0.120144406,0,7.53E-09,0.11583747,-0.082486982,5.724178834,-0.316140483,0.063880038,0.571464953,-0.000998954,0
1793,0,0,0,0,0,0,0,0,0.183724618,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.39E-09,0,0,0,1.44E-07,0,0,25.03153141,-6.17E-05,-0.0032424,0,0.122414206,0,7.65E-09,0.109326164,-0.259965228,4.844950559,-0.436886728,0.055503079,0.590430648,0.030311391,0
1794,0,0,0,0,0,0,0,0,0.186979747,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.43E-09,0,0,0,1.48E-07,0,0,25.76753778,-0.00010356,-0.0054439,0,0.124726887,0,7.76E-09,0.202611938,0.081136829,17.19455525,2.016398308,0.11607236,0.8038459,0.717591827,0
1795,0,0,0,0,0,0,0,0,0.190311156,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.46E-09,0,0,0,1.52E-07,0,0,25.77334281,-7.68E-05,-0.0040373,0,0.12708326,0,7.88E-09,0.170115129,0.13737593,13.66476391,1.220905918,0.104921517,0.69847913,0.435463799,0
1796,0,0,0,0,0,0,0,0,0.194000483,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.50E-09,0,0,0,1.56E-07,0,0,25.74058407,-8.79E-05,-0.0046235,0,0.129484151,0,8.00E-09,0.128773717,-0.419349522,5.950944158,-0.157583796,0.05538386,0.654173005,0.180701654,0
1797,0,0,0,0,0,0,0,0,0.197767934,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.54E-09,0,0,0,1.60E-07,0,0,26.23006226,-7.15E-05,-0.0037589,0,0.131930399,0,8.12E-09,0.200191027,0.209201245,15.02087842,1.449550723,0.115704281,0.70861249,0.490984901,0
1798,0,0,0,0,0,0,0,0,0.201560694,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.57E-09,0,0,0,1.64E-07,0,0,26.54644012,-7.96E-05,-0.0041859,0,0.134422863,0,8.23E-09,0.244751731,0.454645022,19.12274402,2.175812802,0.136285528,0.743327624,0.679004594,0
1799,0,0,0,0,0,0,0,0,0.205512405,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.61E-09,0,0,0,1.68E-07,0,0,26.70648817,-9.70E-05,-0.0051018,0,0.136962415,0,8.35E-09,0.221265281,0.018463805,14.95868813,1.474403973,0.109521409,0.746772758,0.589674641,0
1800,0,0,0,0,0,0,0,0,0.209647701,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.64E-09,0,0,0,1.72E-07,0,0,27.05634308,-0.00012935,-0.0068,0,0.139549945,0,8.47E-09,0.258545361,-0.031500852,17.31927807,1.981382917,0.1182033,0.81295523,0.794473551,0
1801,0,0,0,0,0,0,0,0,0.213299424,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.68E-09,0,0,0,1.76E-07,0,0,27.12488718,-7.67E-05,-0.0040342,0,0.14218636,0,8.59E-09,0.248382784,0.146366268,16.38970961,1.643821564,0.121630934,0.773496887,0.616065071,0
1802,0,0,0,0,0,0,0,0,0.219402759,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.72E-09,0,0,0,1.80E-07,0,0,27.33978432,-9.30E-05,-0.0048917,0,0.144872582,0,8.70E-09,0.287281679,-0.204879436,14.43534873,1.304330366,0.104921906,0.835363994,0.628155465,0
1803,0,0,0,0,0,0,0,0,0.221901481,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.75E-09,0,0,0,1.84E-07,0,0,27.32049985,-7.69E-05,-0.004044,0,0.147609553,0,8.82E-09,0.235823561,-0.340231788,10.1234212,0.382515593,0.082245073,0.793173665,0.383362732,0
1804,0,0,0,0,0,0,0,0,0.226623697,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.79E-09,0,0,0,1.88E-07,0,0,27.46474997,-7.56E-05,-0.0039758,0,0.150398231,0,8.94E-09,0.251733582,-0.019079128,11.0013372,0.342876525,0.099527332,0.759396639,0.228579964,0
1805,0,0,0,0,0,0,0,0,0.23040324,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.82E-09,0,0,0,1.92E-07,0,0,27.9507982,-9.81E-05,-0.0051569,0,0.153239594,0,9.06E-09,0.289736794,-0.110899264,15.77634555,1.298085233,0.117271643,0.907472117,0.646486649,0
1806,0,0,0,0,0,0,0,0,0.234904653,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.86E-09,0,0,0,1.96E-07,0,0,28.13437245,-0.00010534,-0.0055375,0,0.156134637,0,9.17E-09,0.296277192,-0.000885947,15.81587056,1.201623458,0.125051829,0.915851362,0.503775021,0
1807,0,0,0,0,0,0,0,0,0.239729416,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.90E-09,0,0,0,2.00E-07,0,0,28.45865603,-9.35E-05,-0.0049151,0,0.159084374,0,9.29E-09,0.335073261,0.096761416,18.70757404,1.684642912,0.142101226,0.978537237,0.669895938,0
1808,0,0,0,0,0,0,0,0,0.243262806,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.93E-09,0,0,0,2.04E-07,0,0,29.18524117,-0.00013574,-0.0071355,0,0.162089838,0,9.41E-09,0.406660767,0.634172869,31.50791323,4.060133507,0.214165729,1.167613366,1.283878753,0
1809,0,0,0,0,0,0,0,0,0.247566883,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.97E-09,0,0,0,2.08E-07,0,0,29.12865813,-0.00010873,-0.0057157,0,0.165152082,0,9.53E-09,0.361843613,0.206226717,24.32132676,2.688195905,0.169671885,1.135076887,0.992497847,0
1810,0,0,0,0,0,0,0,0,0.25255984,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.00E-09,0,0,0,2.12E-07,0,0,29.42453242,-0.00014785,-0.007772,0,0.168272178,0,9.64E-09,0.383935098,0.276920901,26.19065313,2.95169043,0.18175296,1.179389061,1.077719934,0
1811,0,0,0,0,0,0,0,0,0.257616525,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.04E-09,0,0,0,2.17E-07,0,0,29.40578756,-0.0001187,-0.0062399,0,0.171451221,0,9.76E-09,0.362952196,0.136190457,20.74212753,1.807779771,0.154759481,1.09925825,0.741197424,0
1812,0,0,0,0,0,0,0,0,0.262534146,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.07E-09,0,0,0,2.21E-07,0,0,29.4202985,-9.74E-05,-0.0051224,0,0.174690322,0,9.88E-09,0.345374396,-0.004248125,16.05332869,0.835643743,0.130236179,1.037479545,0.481382481,0
1813,0,0,0,0,0,0,0,0,0.267207665,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.11E-09,0,0,0,2.25E-07,0,0,29.77847603,-0.00011768,-0.006186,0,0.177990618,0,1.00E-08,0.356240286,-0.109026303,17.38652864,1.114303974,0.134226104,1.105305861,0.617246889,0
1814,0,0,0,0,0,0,0,0,0.272167485,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.14E-09,0,0,0,2.29E-07,0,0,30.54785186,-0.00014889,-0.0078267,0,0.181353263,0,1.01E-08,0.453676933,0.228578085,29.4581829,3.470102005,0.193808936,1.3276757,1.272255339,0
1815,0,0,0,0,0,0,0,0,0.277349523,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.18E-09,0,0,0,2.33E-07,0,0,30.64433954,-0.00013818,-0.0072641,0,0.184779437,0,1.02E-08,0.441125962,0.330809777,27.05330602,2.849749475,0.189553938,1.251204466,1.039828735,0
1816,0,0,0,0,0,0,0,0,0.283517018,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.22E-09,0,0,0,2.37E-07,0,0,30.79985622,-0.00015269,-0.0080265,0,0.188270339,0,1.03E-08,0.454471195,-0.037028854,23.10246399,2.124606295,0.163251245,1.260557385,0.947365704,0
1817,0,0,0,0,0,0,0,0,0.289073972,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.25E-09,0,0,0,2.41E-07,0,0,31.19839541,-0.00013437,-0.0070634,0,0.191827191,0,1.05E-08,0.499377531,0.341334564,27.91558535,2.919704785,0.198409814,1.293135292,1.069560499,0
1818,0,0,0,0,0,0,0,0,0.294219976,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.29E-09,0,0,0,2.45E-07,0,0,31.68760832,-0.00014761,-0.0077594,0,0.195451241,0,1.06E-08,0.561929799,0.762066131,35.38685082,4.245854265,0.237719349,1.379127017,1.401980736,0
1819,0,0,0,0,0,0,0,0,0.299440531,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.32E-09,0,0,0,2.49E-07,0,0,31.84544135,-0.00016538,-0.0086938,0,0.199143758,0,1.07E-08,0.516134153,0.28325221,29.80522506,3.235763049,0.206358727,1.375188767,1.217530065,0
1820,0,0,0,0,0,0,0,0,0.304905348,2.49E-05,1.01E-05,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.36E-09,0,0,0,2.53E-07,0,0,32.33339467,-0.00019864,-0.010442,0,0.202906034,0,1.08E-08,0.555533118,0.266970728,33.8923895,4.054817074,0.22327801,1.488387883,1.515896263,0
