File Description: RCMIP SSP585 emissions scenario from 1750-2500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Code Source: Extracted using default Python model version of FAIR2.0, available at https://github.com/njleach/
FAIR/tree/47c6eec031d2edcf09424394dbb86581a1b246ba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paper Reference: Leach et al. 2021. ""FaIRv2.0.0: a generalized impulse response model for climate
uncertainty and future scenario exploration,"" Geoscientific Model Development. https://doi.org/10.5194/gmd-14-3007-2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,c2f6,c3f8,c4f10,c5f12,c6f14,c7f16,c8f18,c_c4f8,carbon_dioxide,carbon_tetrachloride,cf4,cfc113,cfc114,cfc115,cfc11,cfc12,ch2cl2,ch3ccl3,chcl3,halon1211,halon1301,halon2402,halon1202,hcfc141b,hcfc142b,hcfc22,hfc125,hfc134a,hfc143a,hfc152a,hfc227ea,hfc236fa,hfc23,hfc245fa,hfc32,hfc365mfc,hfc4310mee,methane,methyl_bromide,methyl_chloride,nf3,nitrous_oxide,sf6,so2f2,so2,nox,co,nmvoc,bc,nh3,oc,nox_avi
1750,0,0,0,0,0,0,0,0,0.08370013,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.01978312,0.10508773,4.2757449,0,0.054741468,0,0,2.440048435,12.73521194,348.5273588,60.02182622,2.097770755,6.927690091,15.44766815,0
1751,0,0,0,0,0,0,0,0,0.085192382,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91510887,0.1051072,4.2767685,0,0.055775659,0,0,2.408379138,12.59230324,343.9263672,59.08812628,2.072925926,6.860142185,15.18871674,0
1752,0,0,0,0,0,0,0,0,0.086713094,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88971181,0.10512502,4.2777049,0,0.056829387,0,0,2.397116044,12.59427042,341.8090339,58.63199703,2.064311933,6.819482037,15.03447574,0
1753,0,0,0,0,0,0,0,0,0.088260754,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12137723,0.10510373,4.276586,0,0.057903023,0,0,2.410693365,12.53982033,343.6754562,59.0263494,2.071950564,6.881438529,15.18254515,0
1754,0,0,0,0,0,0,0,0,0.089837892,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.50906107,0.10507356,4.2749998,0,0.058996942,0,0,2.462065253,12.63683678,349.8156252,60.26994517,2.099349783,7.015189224,15.55877305,0
1755,0,0,0,0,0,0,0,0,0.091444025,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.50045493,0.10509182,4.2759598,0,0.060111528,0,0,2.442355144,12.76599125,348.144668,59.82493372,2.099173165,6.943989043,15.35818253,0
1756,0,0,0,0,0,0,0,0,0.093256021,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4625366,0.10508556,4.2756306,0,0.061247171,0,0,2.419184325,12.41616261,343.3231517,58.94682931,2.068915407,6.922711557,15.19577663,0
1757,0,0,0,0,0,0,0,0,0.094921754,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02354066,0.10509137,4.2759361,0,0.062404268,0,0,2.507464693,13.1331518,355.9418923,61.263693,2.147923676,7.047674129,15.70481912,0
1758,0,0,0,0,0,0,0,0,0.09661811,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.93400533,0.10509662,4.2762118,0,0.063583226,0,0,2.479743826,12.97934533,351.839749,60.43461244,2.12061141,6.995459768,15.51461163,0
1759,0,0,0,0,0,0,0,0,0.098345655,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14146621,0.10508372,4.2755338,0,0.064784457,0,0,2.473528035,12.75254609,351.5077627,60.44526305,2.117267431,7.045958325,15.57401349,0
1760,0,0,0,0,0,0,0,0,0.100103953,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41679714,0.10504022,4.2732473,0,0.066008382,0,0,2.497745196,12.71269604,354.4182853,61.05172479,2.127804105,7.128048286,15.81906393,0
1761,0,0,0,0,0,0,0,0,0.102157594,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45599017,0.10509143,4.2759395,0,0.06725543,0,0,2.509181763,12.96678586,354.7079679,60.9842272,2.137756989,7.080969808,15.69191588,0
1762,0,0,0,0,0,0,0,0,0.103982192,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,8.32E-11,0,0,0,1.51E-09,0,0,20.45168738,0.10508127,4.2754052,0,0.068526037,0,0,2.466504133,12.49978928,349.2496972,60.02708933,2.101748109,7.072547337,15.52593531,0
1763,0,0,0,0,0,0,0,0,0.105840337,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,6.68E-10,0,0,0,1.24E-08,0,0,20.54517934,0.10509332,4.2760386,0,0.069820649,0,2.69E-10,2.480992166,12.63295473,350.0593349,60.12706627,2.107029758,7.067982584,15.52676249,0
1764,0,0,0,0,0,0,0,0,0.107732647,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.27E-09,0,0,0,2.50E-08,0,0,20.26091721,0.1051104,4.2769364,0,0.071139719,0,2.16E-09,2.421867931,12.57663725,342.0446107,58.43835717,2.071549227,6.89874574,14.95869898,0
1765,0,0,0,0,0,0,0,0,0.109659749,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.39E-09,0,0,0,3.03E-08,0,0,20.919155,0.10507293,4.2749668,0,0.07248371,0,4.09E-09,2.497554066,12.73808006,352.9327258,60.62945786,2.123600022,7.112382325,15.67992411,0
1766,0,0,0,0,0,0,0,0,0.111970923,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.42E-09,0,0,0,3.44E-08,0,0,20.8535919,0.10507758,4.2752111,0,0.073853091,0,4.47E-09,2.484408322,12.76007905,349.380645,59.85878463,2.110459977,7.036296531,15.35883081,0
1767,0,0,0,0,0,0,0,0,0.113969543,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.46E-09,0,0,0,3.84E-08,0,0,20.99917946,0.10508566,4.2756359,0,0.075248343,0,4.59E-09,2.482742878,12.74570396,349.616099,59.8910269,2.112460701,7.045382427,15.4005645,0
1768,0,0,0,0,0,0,0,0,0.116004911,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.49E-09,0,0,0,4.25E-08,0,0,21.65945211,0.10504673,4.2735893,0,0.076669954,0,4.71E-09,2.585377496,13.26640323,362.6536848,62.36582555,2.18313204,7.223617821,16.0637302,0
1769,0,0,0,0,0,0,0,0,0.118077703,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.53E-09,0,0,0,4.65E-08,0,0,21.49633535,0.1050767,4.275165,0,0.078118423,0,4.83E-09,2.542757581,12.85785079,355.0254185,60.95040361,2.137633742,7.157863703,15.73509479,0
1770,0,0,0,0,0,0,0,0,0.120188609,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.57E-09,0,0,0,5.06E-08,0,0,21.63439757,0.10504544,4.2735216,0,0.079594257,0,4.94E-09,2.551004694,12.89891822,355.3605476,60.96602721,2.139364739,7.155978284,15.74271509,0
1771,0,0,0,0,0,0,0,0,0.122705111,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.60E-09,0,0,0,5.47E-08,0,0,21.4289211,0.10507227,4.2749318,0,0.081097973,0,5.06E-09,2.456424302,12.62324271,347.8619883,59.42424033,2.100909701,7.069218405,15.32197739,0
1772,0,0,0,0,0,0,0,0,0.124894365,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.64E-09,0,0,0,5.87E-08,0,0,21.39461572,0.10508887,4.2758046,0,0.082630097,0,5.18E-09,2.431878812,12.52400747,344.6134738,58.72495295,2.087077541,7.043230562,15.11418329,0
1773,0,0,0,0,0,0,0,0,0.127123874,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.67E-09,0,0,0,6.28E-08,0,0,21.59523139,0.10506952,4.2747874,0,0.084191167,0,5.30E-09,2.437570529,12.46738959,345.7768091,58.91656885,2.092755603,7.104503735,15.20466379,0
1774,0,0,0,0,0,0,0,0,0.129394379,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.71E-09,0,0,0,6.68E-08,0,0,22.25970773,0.1050265,4.2725262,0,0.085781728,0,5.41E-09,2.528911972,12.78390257,358.103585,61.31335787,2.154900741,7.347701469,15.87559318,0
1775,0,0,0,0,0,0,0,0,0.131706635,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.75E-09,0,0,0,7.09E-08,0,0,22.20096329,0.10505246,4.2738905,0,0.087402339,0,5.53E-09,2.497313043,12.86929116,355.0471729,60.54083046,2.148996597,7.26964482,15.5891357,0
1776,0,0,0,0,0,0,0,0,0.134448338,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.78E-09,0,0,0,7.49E-08,0,0,22.14194213,0.10503944,4.2732061,0,0.089053567,0,5.65E-09,2.466672079,12.40741669,348.8985525,59.3811448,2.112143132,7.261469977,15.37007702,0
1777,0,0,0,0,0,0,0,0,0.136846413,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.82E-09,0,0,0,7.90E-08,0,0,22.56871006,0.10505273,4.2739048,0,0.090735991,0,5.77E-09,2.521353634,12.93458349,357.545361,60.89349007,2.170244784,7.355973763,15.67345753,0
1778,0,0,0,0,0,0,0,0,0.139288584,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.85E-09,0,0,0,8.30E-08,0,0,22.85608093,0.10504465,4.27348,0,0.092450199,0,5.88E-09,2.560565944,13.20751695,362.7554135,61.78348695,2.198001402,7.434606067,15.89945625,0
1779,0,0,0,0,0,0,0,0,0.141775665,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.89E-09,0,0,0,8.71E-08,0,0,22.82063569,0.10503691,4.2730734,0,0.094196793,0,6.00E-09,2.503712449,12.69699,355.9261715,60.50081488,2.159615777,7.418773457,15.62745786,0
1780,0,0,0,0,0,0,0,0,0.144309487,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.92E-09,0,0,0,9.10E-08,0,0,23.24616665,0.10498817,4.270511,0,0.095976383,0,6.12E-09,2.545624085,12.71506421,361.6140422,61.61859566,2.189267588,7.569429121,16.0183808,0
1781,0,0,0,0,0,0,0,0,0.1473796,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,1.96E-09,0,0,0,9.52E-08,0,0,23.24965548,0.10504236,4.2733596,0,0.097789594,0,6.24E-09,2.551092641,12.87790002,360.0900539,61.19330647,2.1894412,7.505783353,15.80695227,0
1782,0,0,0,0,0,0,0,0,0.15000643,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.00E-09,0,0,0,9.92E-08,0,0,23.34175812,0.10503125,4.2727759,0,0.099637061,0,6.35E-09,2.518173245,12.46113468,356.0465546,60.48572145,2.160522701,7.519625788,15.71282083,0
1783,0,0,0,0,0,0,0,0,0.152682574,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.03E-09,0,0,0,1.03E-07,0,0,23.37991679,0.1050436,4.2734248,0,0.101519431,0,6.47E-09,2.513461275,12.44438333,354.2869243,60.10171272,2.15072559,7.496232273,15.60726047,0
1784,0,0,0,0,0,0,0,0,0.155406904,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.07E-09,0,0,0,1.07E-07,0,0,23.2940423,0.10505531,4.2740405,0,0.103437362,0,6.59E-09,2.478316441,12.59751721,350.5694963,59.21225989,2.140542212,7.3811564,15.22814126,0
1785,0,0,0,0,0,0,0,0,0.158183425,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.10E-09,0,0,0,1.11E-07,0,0,23.80210554,0.10502817,4.2726136,0,0.105391528,0,6.71E-09,2.529190605,12.55248193,356.8051254,60.49447936,2.165839691,7.538152323,15.73271148,0
1786,0,0,0,0,0,0,0,0,0.16163562,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.14E-09,0,0,0,1.15E-07,0,0,23.831995,0.10502684,4.2725442,0,0.107382613,0,6.82E-09,2.523874405,12.5678111,354.2058773,59.91468241,2.158683485,7.491084254,15.46715712,0
1787,0,0,0,0,0,0,0,0,0.164514037,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.18E-09,0,0,0,1.19E-07,0,0,24.17652818,0.10503415,4.2729283,0,0.109411313,0,6.94E-09,2.558671152,12.76091694,358.7933683,60.75335708,2.185179294,7.55517197,15.71033146,0
1788,0,0,0,0,0,0,0,0,0.167444363,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.21E-09,0,0,0,1.23E-07,0,0,24.85592892,0.1049922,4.2707227,0,0.111478341,0,7.06E-09,2.648030358,13.26480759,371.3570923,63.12433047,2.255223484,7.730934741,16.34335434,0
1789,0,0,0,0,0,0,0,0,0.170429585,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.25E-09,0,0,0,1.28E-07,0,0,24.71707284,0.1050242,4.272405,0,0.113584419,0,7.18E-09,2.597817354,12.84626138,363.4416446,61.63229238,2.207664632,7.663516243,16.00040861,0
1790,0,0,0,0,0,0,0,0,0.173469687,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.28E-09,0,0,0,1.32E-07,0,0,24.94220857,0.10499139,4.2706805,0,0.115730286,0,7.29E-09,2.605536163,12.93202741,364.8802164,61.84599181,2.216436996,7.680254371,16.05674391,0
1791,0,0,0,0,0,0,0,0,0.177180339,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.32E-09,0,0,0,1.36E-07,0,0,24.77843217,0.10502128,4.2722515,0,0.117916693,0,7.41E-09,2.565535213,12.63941855,356.6583862,60.2187392,2.172583556,7.556943543,15.61644988,0
1792,0,0,0,0,0,0,0,0,0.180509603,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.36E-09,0,0,0,1.40E-07,0,0,24.81889294,0.10504466,4.2734807,0,0.120144406,0,7.53E-09,2.555885905,12.65272496,354.2515376,59.70568574,2.161650793,7.499155045,15.44666919,0
1793,0,0,0,0,0,0,0,0,0.183724618,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.39E-09,0,0,0,1.44E-07,0,0,25.03153141,0.10502605,4.2725025,0,0.122414206,0,7.65E-09,2.549374599,12.47524671,353.3723093,59.5849395,2.153273834,7.518120739,15.47797954,0
1794,0,0,0,0,0,0,0,0,0.186979747,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.43E-09,0,0,0,1.48E-07,0,0,25.76753778,0.10498417,4.270301,0,0.124726887,0,7.76E-09,2.642660373,12.81634877,365.721914,62.03822453,2.213843116,7.731535991,16.16525997,0
1795,0,0,0,0,0,0,0,0,0.190311156,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.46E-09,0,0,0,1.52E-07,0,0,25.77334281,0.10501093,4.2717076,0,0.12708326,0,7.88E-09,2.610163563,12.87258787,362.1921227,61.24273214,2.202692273,7.626169221,15.88313195,0
1796,0,0,0,0,0,0,0,0,0.194000483,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.50E-09,0,0,0,1.56E-07,0,0,25.74058407,0.10499978,4.2711214,0,0.129484151,0,8.00E-09,2.568822151,12.31586242,354.4783029,59.86424243,2.153154616,7.581863097,15.6283698,0
1797,0,0,0,0,0,0,0,0,0.197767934,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.54E-09,0,0,0,1.60E-07,0,0,26.23006226,0.10501623,4.271986,0,0.131930399,0,8.12E-09,2.640239462,12.94441319,363.5482372,61.47137695,2.213475036,7.636302582,15.93865305,0
1798,0,0,0,0,0,0,0,0,0.201560694,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.57E-09,0,0,0,1.64E-07,0,0,26.54644012,0.1050081,4.271559,0,0.134422863,0,8.23E-09,2.684800166,13.18985696,367.6501028,62.19763903,2.234056283,7.671017716,16.12667274,0
1799,0,0,0,0,0,0,0,0,0.205512405,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.61E-09,0,0,0,1.68E-07,0,0,26.70648817,0.10499068,4.2706431,0,0.136962415,0,8.35E-09,2.661313715,12.75367575,363.4860469,61.4962302,2.207292165,7.67446285,16.03734279,0
1800,0,0,0,0,0,0,0,0,0.209647701,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.64E-09,0,0,0,1.72E-07,0,0,27.05634308,0.10495838,4.2689449,0,0.139549945,0,8.47E-09,2.698593795,12.70371109,365.8466368,62.00320914,2.215974055,7.740645322,16.2421417,0
1801,0,0,0,0,0,0,0,0,0.213299424,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.68E-09,0,0,0,1.76E-07,0,0,27.12488718,0.10501099,4.2717107,0,0.14218636,0,8.59E-09,2.688431218,12.88157821,364.9170684,61.66564779,2.21940169,7.701186978,16.06373322,0
1802,0,0,0,0,0,0,0,0,0.219402759,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.72E-09,0,0,0,1.80E-07,0,0,27.33978432,0.10499468,4.2708532,0,0.144872582,0,8.70E-09,2.727330113,12.53033251,362.9627075,61.32615659,2.202692661,7.763054085,16.07582361,0
1803,0,0,0,0,0,0,0,0,0.221901481,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.75E-09,0,0,0,1.84E-07,0,0,27.32049985,0.1050108,4.2717009,0,0.147609553,0,8.82E-09,2.675871996,12.39498015,358.65078,60.40434182,2.180015828,7.720863757,15.83103088,0
1804,0,0,0,0,0,0,0,0,0.226623697,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.79E-09,0,0,0,1.88E-07,0,0,27.46474997,0.1050121,4.2717691,0,0.150398231,0,8.94E-09,2.691782017,12.71613281,359.528696,60.36470275,2.197298087,7.68708673,15.67624811,0
1805,0,0,0,0,0,0,0,0,0.23040324,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.82E-09,0,0,0,1.92E-07,0,0,27.9507982,0.10498963,4.270588,0,0.153239594,0,9.06E-09,2.729785228,12.62431268,364.3037043,61.31991146,2.215042398,7.835162209,16.0941548,0
1806,0,0,0,0,0,0,0,0,0.234904653,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.86E-09,0,0,0,1.96E-07,0,0,28.13437245,0.10498239,4.2702074,0,0.156134637,0,9.17E-09,2.736325627,12.73432599,364.3432293,61.22344968,2.222822585,7.843541453,15.95144317,0
1807,0,0,0,0,0,0,0,0,0.239729416,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.90E-09,0,0,0,2.00E-07,0,0,28.45865603,0.10499423,4.2708298,0,0.159084374,0,9.29E-09,2.775121695,12.83197336,367.2349328,61.70646914,2.239871982,7.906227329,16.11756408,0
1808,0,0,0,0,0,0,0,0,0.243262806,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.93E-09,0,0,0,2.04E-07,0,0,29.18524117,0.10495199,4.2686094,0,0.162089838,0,9.41E-09,2.846709202,13.36938481,380.035272,64.08195973,2.311936484,8.095303457,16.7315469,0
1809,0,0,0,0,0,0,0,0,0.247566883,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,2.97E-09,0,0,0,2.08E-07,0,0,29.12865813,0.104979,4.2700292,0,0.165152082,0,9.53E-09,2.801892048,12.94143866,372.8486855,62.71002213,2.26744264,8.062766978,16.44016599,0
1810,0,0,0,0,0,0,0,0,0.25255984,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.00E-09,0,0,0,2.12E-07,0,0,29.42453242,0.10493988,4.2679729,0,0.168272178,0,9.64E-09,2.823983532,13.01213284,374.7180119,62.97351665,2.279523716,8.107079152,16.52538808,0
1811,0,0,0,0,0,0,0,0,0.257616525,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.04E-09,0,0,0,2.17E-07,0,0,29.40578756,0.10496903,4.269505,0,0.171451221,0,9.76E-09,2.803000631,12.8714024,369.2694863,61.829606,2.252530236,8.026948341,16.18886557,0
1812,0,0,0,0,0,0,0,0,0.262534146,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.07E-09,0,0,0,2.21E-07,0,0,29.4202985,0.10499029,4.2706225,0,0.174690322,0,9.88E-09,2.785422831,12.73096382,364.5806875,60.85746997,2.228006935,7.965169636,15.92905063,0
1813,0,0,0,0,0,0,0,0,0.267207665,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.11E-09,0,0,0,2.25E-07,0,0,29.77847603,0.10497005,4.2695589,0,0.177990618,0,1.00E-08,2.796288721,12.62618564,365.9138874,61.1361302,2.231996859,8.032995952,16.06491504,0
1814,0,0,0,0,0,0,0,0,0.272167485,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.14E-09,0,0,0,2.29E-07,0,0,30.54785186,0.10493884,4.2679182,0,0.181353263,0,1.01E-08,2.893725367,12.96379003,377.9855417,63.49192823,2.291579691,8.255365792,16.71992349,0
1815,0,0,0,0,0,0,0,0,0.277349523,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.18E-09,0,0,0,2.33E-07,0,0,30.64433954,0.10494955,4.2684808,0,0.184779437,0,1.02E-08,2.881174397,13.06602172,375.5806648,62.8715757,2.287324694,8.178894558,16.48749688,0
1816,0,0,0,0,0,0,0,0,0.283517018,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.22E-09,0,0,0,2.37E-07,0,0,30.79985622,0.10493504,4.2677184,0,0.188270339,0,1.03E-08,2.89451963,12.69818309,371.6298228,62.14643252,2.261022,8.188247477,16.39503385,0
1817,0,0,0,0,0,0,0,0,0.289073972,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.25E-09,0,0,0,2.41E-07,0,0,31.19839541,0.10495336,4.2686815,0,0.191827191,0,1.05E-08,2.939425965,13.07654651,376.4429441,62.94153101,2.296180569,8.220825384,16.51722865,0
1818,0,0,0,0,0,0,0,0,0.294219976,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.29E-09,0,0,0,2.45E-07,0,0,31.68760832,0.10494012,4.2679855,0,0.195451241,0,1.06E-08,3.001978233,13.49727807,383.9142096,64.26768049,2.335490105,8.306817108,16.84964888,0
1819,0,0,0,0,0,0,0,0,0.299440531,2.49E-05,1.01E-05,0,0,0,0,0,0.2466579,0,0.30092479,7.72E-06,0,0,0,0,0,0,0,0,0,0,3.32E-09,0,0,0,2.49E-07,0,0,31.84544135,0.10492235,4.2670511,0,0.199143758,0,1.07E-08,2.956182588,13.01846415,378.3325838,63.25758927,2.304129482,8.302878859,16.66519821,0
